2024-10-18,418.1600
2024-10-21,418.7800
2024-10-22,427.5100
2024-10-23,424.6000
2024-10-24,424.7300
2024-10-25,428.1500
2024-10-28,426.5900
2024-10-29,431.9500
2024-10-30,432.5300
2024-10-31,406.3500
2024-11-01,410.3700
2024-11-04,408.4600
2024-11-05,411.4600
2024-11-06,420.1800
2024-11-07,425.4300
2024-11-08,422.5400
2024-11-11,418.0100
2024-11-12,423.0300
2024-11-13,425.2000
2024-11-14,426.8900
2024-11-15,415.0000
2024-11-18,415.7600
2024-11-19,417.7900
2024-11-20,415.4900
2024-11-21,412.8700
2024-11-22,417.0000
2024-11-25,418.7900
2024-11-26,427.9900
2024-11-27,422.9900
2024-11-29,423.4600
2024-12-02,430.9800
2024-12-03,431.2000
2024-12-04,437.4200
2024-12-05,442.6200
2024-12-06,443.5700
2024-12-09,446.0200
2024-12-10,443.3300
2024-12-11,448.9900
2024-12-12,449.5600
2024-12-13,447.2700
2024-12-16,451.5900
2024-12-17,454.4600
2024-12-18,437.3900
2024-12-19,437.0300
2024-12-20,436.6000
2024-12-23,435.2500
2024-12-24,439.3300
2024-12-26,438.1100
2024-12-27,430.5300
2024-12-30,424.8300
2024-12-31,421.5000
2025-01-02,418.5800
2025-01-03,423.3500
2025-01-06,427.8500
2025-01-07,422.3700
2025-01-08,424.5600
2025-01-10,418.9500
2025-01-13,417.1900
2025-01-14,415.6700
2025-01-15,426.3100
2025-01-16,424.5800
2025-01-17,429.0300
2025-01-21,428.5000
2025-01-22,446.2000
2025-01-23,446.7100
2025-01-24,444.0600
2025-01-27,434.5600
2025-01-28,447.2000
2025-01-29,442.3300
2025-01-30,414.9900
2025-01-31,415.0600
2025-02-03,410.9200
2025-02-04,412.3700
2025-02-05,413.2900
2025-02-06,415.8200
2025-02-07,409.7500
2025-02-10,412.2200
2025-02-11,411.4400
2025-02-12,409.0400
2025-02-13,410.5400
2025-02-14,408.4300
2025-02-18,409.6400
2025-02-19,414.7700
2025-02-20,416.1300
2025-02-21,408.2100
2025-02-24,404.0000
2025-02-25,397.9000
2025-02-26,399.7300
2025-02-27,392.5300
2025-02-28,396.9900
2025-03-03,388.4900
2025-03-04,388.6100
2025-03-05,401.0200
2025-03-06,396.8900
2025-03-07,393.3100
2025-03-10,380.1600
2025-03-11,380.4500
2025-03-12,383.2700
2025-03-13,378.7700
2025-03-14,388.5600
