Price,Close,High,Low,Open,Volume
Ticker,GS,GS,GS,GS,GS
Date,,,,,
2022-03-18,318.74713134765625,320.02993130152305,311.2901789120293,312.7391201469434,5861900
2022-03-21,312.85906982421875,319.5961417729985,311.1517211849414,318.63635841526286,3401200
2022-03-22,316.55987548828125,319.54078620781314,313.89271519784603,315.8123383348628,2840200
2022-03-23,309.7304992675781,314.54797686012387,309.28753095103986,313.78199203656766,2196800
2022-03-24,310.3026428222656,311.47470044478894,308.521447574849,310.4964414165365,1944100
2022-03-25,311.46551513671875,315.47084635893907,309.61052909262224,311.41014410043596,1580800
2022-03-28,309.44439697265625,312.39765042854765,305.94667103198265,312.07463393113574,2182600
2022-03-29,313.46826171875,317.4735937956397,310.7642056007989,316.061575740505,2378700
2022-03-30,309.7120056152344,313.6527275551333,307.9031528747916,312.8590573297433,2650200
2022-03-31,304.6454162597656,310.551895413368,304.6454162597656,310.2104312679408,2632000
2022-04-01,304.7561340332031,308.39231569296226,302.3104860042565,308.1800412737284,2444800
2022-04-04,302.9010925292969,306.27886632283446,300.7322998820967,304.55307009856546,2569400
2022-04-05,298.97882080078125,304.31311288883296,298.5358525382198,302.1166347059335,2573900
2022-04-06,291.8726501464844,295.896429441576,291.4019681212613,295.3242432266148,3151300
2022-04-07,289.9253234863281,291.4757689087178,284.43415557428654,290.70978409213774,3562600
2022-04-08,296.6070251464844,298.720418654009,288.8639803336869,289.39924304871806,3294200
2022-04-11,296.025634765625,303.5379302387435,294.42902800422263,295.88717900103126,2747700
2022-04-12,295.1211853027344,301.89518126128416,293.48768333987965,296.8746672369983,2365200
2022-04-13,297.1423034667969,297.7514130351174,290.451364273808,291.4480710992251,3022900
2022-04-14,296.8377380371094,307.349418710232,294.4289854828493,303.1410512836007,5460900
2022-04-18,304.4423522949219,307.00798026636204,295.92408439510194,295.92408439510194,3653400
2022-04-19,310.0442810058594,311.1978911775372,304.98684387407184,304.98684387407184,2774800
2022-04-20,314.76025390625,318.3041412896007,311.4747740978005,312.0285126623926,3040100
2022-04-21,308.5215148925781,320.5652228362327,307.6539977289072,317.7780824389574,3097800
2022-04-22,295.1119384765625,306.86031495989346,294.8350832926993,306.6849639553429,3125200
2022-04-25,296.634765625,297.317693944857,288.6240738882808,291.98340077211714,3093600
2022-04-26,288.97479248046875,296.800895741901,288.67946145226745,293.4323589341612,2791700
2022-04-27,289.07623291015625,294.62277091723575,288.07028831930717,288.07028831930717,2469300
2022-04-28,293.8567810058594,294.73350773575646,288.07949292560204,292.66624756117824,2176000
2022-04-29,281.9330749511719,294.47512077459515,281.2132233640982,292.78624795410644,3129600
2022-05-02,286.4829406738281,287.35966748333897,278.9060089813396,282.2284118238322,2968100
2022-05-03,290.39599609375,294.88121909871614,287.3135529735473,287.49811370968587,2606200
2022-05-04,299.11724853515625,299.7540435772223,288.0979905336833,291.47573619467323,2629400
2022-05-05,288.9286804199219,295.9518476802875,284.88642468983767,295.7857345264175,2622100
2022-05-06,288.8271179199219,289.5192841531608,282.4591942069872,288.1995606278878,2375600
