Price,Close,High,Low,Open,Volume
Ticker,UNP,UNP,UNP,UNP,UNP
Date,,,,,
2022-03-18,243.67088317871094,246.31907082788516,242.11365971532928,246.16987355035084,6342900
2022-03-21,246.64541625976562,247.5125986807252,242.66378718774797,243.2326035365227,5158400
2022-03-22,247.90423583984375,249.15375946849574,245.97406188840134,248.0347941274378,3704700
2022-03-23,249.60128784179688,251.55012896476413,246.65470608287313,247.1582432613926,2877100
2022-03-24,251.9604034423828,254.34750250634184,250.1514259312859,250.83213304223366,3400200
2022-03-25,254.9163818359375,255.10285710039835,252.03507862329388,253.0421247295055,2814300
2022-03-28,256.74395751953125,256.7999029355251,253.3031721535695,254.30091283290648,2548400
2022-03-29,255.13084411621094,258.1240668031062,251.18654915124242,256.6134833308651,2759500
2022-03-30,258.00274658203125,258.1705828041804,255.36386488912152,255.61564767880884,2770400
2022-03-31,254.75778198242188,260.10079627643563,254.75778198242188,256.9584057775602,3793000
2022-04-01,242.4027099609375,255.90476419514306,239.64263158827703,255.6809825168508,6367000
2022-04-04,240.33262634277344,243.0833992469485,236.22980129000354,242.21621685105094,4633400
2022-04-05,235.0828857421875,241.95513715204805,234.68191987051998,239.04583316555562,5042600
2022-04-06,226.5228729248047,233.57229405176886,224.1264541885145,233.05010364262668,6794200
2022-04-07,228.32252502441406,229.37621107967237,223.80941474825005,227.15694814142336,4793100
2022-04-08,225.6370391845703,228.78876373888397,223.49237479959177,224.9283735372162,3530700
2022-04-11,226.6907196044922,227.79101736324054,223.38981210001353,224.63930711601938,2912100
2022-04-12,228.509033203125,231.39033607918398,226.1126143340249,227.14764726005626,3097700
2022-04-13,228.10806274414062,229.67459124451975,226.2711124392365,228.22927306471038,3062000
2022-04-14,229.58135986328125,231.15720789933476,228.014817092142,229.75851560249757,3180200
2022-04-18,225.767578125,230.15947813403318,223.99590693256528,228.45307184915958,3173200
2022-04-19,229.0311737060547,229.46943171990065,227.16625083121477,228.23859002118715,2269000
2022-04-20,230.38328552246094,232.40672540961532,229.46946294511307,229.46946294511307,2937700
2022-04-21,227.89358520507812,233.60025926769822,226.15920624369326,228.8913258409277,4179600
2022-04-22,218.47572326660156,226.27110165356777,218.04678473390584,225.8981085320426,5105300
2022-04-25,220.45254516601562,220.95608234164132,214.52208948261995,218.0374733062712,4129900
2022-04-26,217.81369018554688,221.79530499043526,217.66449292267765,219.68794700828542,2316200
2022-04-27,220.79754638671875,221.95380373778778,216.6014697495629,216.83458511829377,3489800
