Price,Close,High,Low,Open,Volume
Ticker,NEE,NEE,NEE,NEE,NEE
Date,,,,,
2022-03-22,76.45438385009766,76.55589295139463,75.13477257367964,75.55003899910614,8516800
2022-03-23,76.19599914550781,76.6850846085535,75.67923066235653,76.11295008519102,6125800
2022-03-24,77.23877716064453,77.32183327326317,76.37134523156057,76.50976739229591,5498000
2022-03-25,77.46025085449219,77.7370881191525,76.78660013364346,77.59866596660078,5481000
2022-03-28,77.91242218017578,78.18003646042611,77.22031846794177,77.56175883387004,6177700
2022-03-29,78.08776092529297,78.47533733206622,77.19263895695236,78.43842428754827,8954300
2022-03-30,78.89982604980469,79.15821031858458,78.09698318000147,78.5583856715208,6829300
2022-03-31,78.17080688476562,79.61961038234163,78.17080688476562,78.49378721089218,10082800
2022-04-01,79.09362030029297,79.1766764161489,77.63558662587835,77.96779700841444,6453800
2022-04-04,79.01055908203125,79.27817335130352,78.10620717068211,79.02901208247225,6465700
2022-04-05,79.6657485961914,80.69928557687435,79.10283704473689,79.23202916732225,7203200
2022-04-06,79.81340026855469,79.84108329131718,78.83522924858322,79.51810295834953,7621900
2022-04-07,80.35784912109375,80.55163729737745,79.08437390488318,79.63806245477075,7817400
2022-04-08,79.44427490234375,80.76388626472476,79.32431279319749,80.43168295936259,5731600
2022-04-11,78.05084991455078,79.56424957700393,77.83860166315294,79.49965350752521,6745200
2022-04-12,77.41410827636719,78.29077018062885,76.94347577091271,77.9308768059999,8714800
2022-04-13,77.1003646850586,77.95857366252385,76.66664518541734,77.85706454386552,7858500
2022-04-14,76.41748809814453,77.4141192961131,76.38980507160832,77.10036894144385,7164100
2022-04-18,75.40238952636719,77.15572029078079,74.80256491743057,76.59280872367259,6279100
2022-04-19,75.51313018798828,75.7622844248449,74.84870950244661,75.44853412358522,8104800
2022-04-20,75.21782684326172,76.62048714634236,75.04249166521073,76.62048714634236,8457000
2022-04-21,70.29928588867188,74.74720575179029,70.114727702993,74.11969806386124,17712800
2022-04-22,68.24142456054688,70.47461793361867,68.17682849441111,70.29005271577137,15284800
2022-04-25,68.32447814941406,68.75819759480908,66.06360183713949,68.28756510720567,15697900
2022-04-26,67.89076232910156,69.18269071360733,67.81693624074276,68.33371181881104,10971600
2022-04-27,67.61392211914062,69.33957007687042,67.54010306674758,68.13069772855424,10989600
2022-04-28,67.81693267822266,68.20451610152438,67.15251199878304,67.82616269889347,11325600
2022-04-29,65.53759765625,67.78001373387345,65.40840553988012,67.25401524852683,14912900
2022-05-02,64.47637939453125,65.98977883201654,63.23058717621816,65.61142545242397,14338100
2022-05-03,65.29767608642578,66.0082327550051,64.19953601272424,64.59634239764175,10419900
2022-05-04,67.42012786865234,67.66928914955437,65.26999767075353,66.44195686770843,10859600
2022-05-05,66.29430389404297,67.33707798816431,65.70370929225876,67.08791671027356,10382300
2022-05-06,66.87566375732422,67.2355570594957,65.60218865077117,65.75907081463296,9364900
2022-05-09,65.25153350830078,66.51577875342187,64.83627412027872,66.25739450839103,10442700
2022-05-10,64.58711242675781,66.20202098793288,63.415153311585506,65.51914733910277,14731900
2022-05-11,64.78091430664062,65.84214156503202,64.17186661010659,64.27337573293627,11129000
2022-05-12,63.22135925292969,65.0485088268138,62.030940207912124,64.21798309302923,15364900
2022-05-13,64.41179656982422,64.7716899831492,63.23983019068376,64.07035616006598,8010600
2022-05-16,64.70707702636719,65.26075851467188,64.04265642422472,64.26412761145818,7339500
2022-05-17,66.46041107177734,66.4696410928334,64.71631023567245,65.42687400768153,8889300
2022-05-18,65.51914978027344,66.67265593837685,65.25153550674031,66.24816651704793,10316800
2022-05-19,65.02082824707031,65.60219276229698,64.16261946338778,65.60219276229698,9593500
2022-05-20,65.72217559814453,66.03592593005379,64.57789932817593,65.42687826910607,9747800
2022-05-23,66.94949340820312,66.98639940591082,65.94363247983608,66.26661276309443,10378700
2022-05-24,68.90583801269531,69.13653923039453,66.59882583570317,67.00486223179536,11133500
2022-05-25,69.0165786743164,69.34878899846379,67.90920858034426,69.32110597819194,11192100
2022-05-26,69.24728393554688,69.90247460181301,68.9981226576844,69.2565139563233,9431300
2022-05-27,71.85977172851562,71.87832983519812,68.83429054007844,69.13126981080855,9435300
2022-05-31,70.24495697021484,71.40503351111259,69.76236116409602,71.25654031521594,29712000
2022-06-01,70.69042205810547,71.1173293734449,69.91085402501918,70.3099206363977,7994100
2022-06-02,72.87135314941406,72.99200562179817,70.5326423348047,70.95026699009576,9640600
2022-06-03,73.02913665771484,73.26115195315245,72.20316277240056,72.47229428422867,9293500
2022-06-06,74.42123413085938,75.6277095112216,74.30986423152244,75.34929538369744,12716900
2022-06-07,74.04072570800781,74.41195162570074,72.64863382706845,74.02216759836863,7405600
2022-06-08,72.843505859375,73.85509603059003,72.61149060952812,73.29826084706622,5198000
2022-06-09,71.77622985839844,73.18688645539717,71.7391136515949,72.61148612233939,8354800
2022-06-10,70.4491195678711,71.3678980491248,70.31918450333332,71.04307808914058,8598500
2022-06-13,67.2009048461914,69.38184692409857,66.78327312028749,69.2147956498458,11882300
2022-06-14,66.33781433105469,67.85983405551218,65.21485410505933,67.10809970682115,11412500
2022-06-15,68.85285949707031,70.11502323691411,67.01529529094502,67.24731058017301,12085300
2022-06-16,65.77169799804688,67.82271234440805,65.0756521170424,67.47932716078303,12729200
2022-06-17,65.71601867675781,67.51645987246488,65.55824995439372,65.55824995439372,15919000
2022-06-21,67.49788665771484,68.11968589298239,65.70672845841179,65.70672845841179,8466900
2022-06-22,69.31689453125,70.11502774394222,66.68119699431296,67.00601700400277,12686500
2022-06-23,71.64630889892578,71.84120794668954,69.90155670628229,70.1057312663824,12502500
2022-06-24,72.40731811523438,72.50940539451271,71.11731385585583,71.76696082222193,9320500
2022-06-27,72.28667449951172,72.55581305323562,71.79480327670538,72.13818841363805,6557200
2022-06-28,70.94100189208984,72.69503703069249,70.74610988563902,72.30525301779083,6140200
2022-06-29,70.53266906738281,71.03382309200089,69.84590558796404,70.62547379478316,7082200
