Price,Close,High,Low,Open,Volume
Ticker,UNH,UNH,UNH,UNH,UNH
Date,,,,,
2022-03-22,483.3196716308594,489.5653710292897,482.86055909043216,487.09768125926007,2752500
2022-03-23,481.3206787109375,484.98391758018437,479.5033764424351,480.4024536103505,2753200
2022-03-24,491.1053161621094,493.32431643808326,481.92324001554397,483.01362140921003,2789200
2022-03-25,490.6940002441406,494.0416191022576,487.06896989024784,491.80347109372406,2551100
2022-03-28,490.85662841796875,494.62509347709863,486.65774350413085,491.9278618824868,2643000
2022-03-29,488.4941711425781,496.9684452506289,485.21348212725263,494.5868042566659,3478400
2022-03-30,498.14483642578125,498.5082968680215,490.16791300640534,492.6834142039852,3041200
2022-03-31,487.7671813964844,499.168227218664,487.4802543225791,494.58673449026423,3979700
2022-04-01,490.27313232421875,492.367787507685,484.5439021736384,488.44625628087005,2344100
2022-04-04,487.81500244140625,490.16789206046906,482.56403256321755,489.9096868777943,2657500
2022-04-05,495.21807861328125,501.8845948263717,485.88299441941393,487.7959195942935,3268600
2022-04-06,508.59893798828125,510.2918953062169,495.447578519849,495.6579722499814,3955600
2022-04-07,513.572509765625,514.8446211341575,505.38519375889854,506.92508424942906,2867000
2022-04-08,522.1902465820312,525.0691494439728,514.6724075541904,515.5332470878453,3986700
2022-04-11,514.041259765625,523.7684680180504,513.2761013646375,519.933043668857,3574000
2022-04-12,510.4736328125,517.1879600092217,507.6712046328832,512.0995723950161,3575700
2022-04-13,513.6204223632812,514.8447225273377,505.6052610088744,510.1006469583864,3012000
2022-04-14,511.53533935546875,529.2011757155902,510.81799239899254,515.0551147499039,4211300
2022-04-18,510.8276062011719,517.4463116232724,507.28868259767944,514.4813006564231,2087100
2022-04-19,514.2899169921875,518.8617775552074,511.93699813893437,512.5587221381193,2207600
2022-04-20,522.2382202148438,524.4858842605544,515.5334071927159,518.5367141506827,2986300
2022-04-21,514.041259765625,524.1415024410542,512.6926731919459,521.7503459518158,2539900
2022-04-22,498.2596130371094,510.12928783231877,497.5326921442042,508.89547213431433,3453300
2022-04-25,501.44464111328125,503.3479922524276,489.4505925312394,497.7431357050885,3030400
2022-04-26,491.4113464355469,503.3479801229845,491.1530828716691,501.4159071324556,2895300
2022-04-27,491.44000244140625,498.22134735823784,487.6237263474425,492.49208785665155,3353700
2022-04-28,501.58807373046875,503.36713843922803,490.8278700514368,494.26159628948466,2582700
2022-04-29,486.4090270996094,497.2649122690701,484.8882551197265,496.26057987077047,2873200
2022-05-02,479.3312072753906,491.1530997240652,471.8612369986837,488.5706391301978,3184300
2022-05-03,477.8678283691406,483.510951739419,475.821013631235,479.31209620182847,2763400
2022-05-04,485.5195007324219,487.5758893168744,471.6221014557477,477.7530297242488,4002600
2022-05-05,473.18109130859375,488.4366786385701,467.9301219441751,485.1272976373301,3359700
2022-05-06,477.8678283691406,479.7329420711028,463.8843501543043,463.89392412053553,3260300
2022-05-09,465.2425537109375,473.09510353426623,463.3391732762959,469.049256202376,3862700
2022-05-10,466.76324462890625,474.74013787488,460.1732044074159,472.3107151046744,4275500
2022-05-11,464.9842529296875,478.72861480988416,463.3008987260483,463.3008987260483,3936300
2022-05-12,457.95428466796875,465.69209284674173,450.89561514527816,464.9364792141288,3997600
2022-05-13,464.26690673828125,465.7972526257597,455.0944345680953,460.03935869679543,2453400
2022-05-16,467.92059326171875,473.9845621107041,463.0713213000856,464.2764734107427,2338800
2022-05-17,471.08648681640625,473.18114208369633,467.193677329806,472.4924878973418,2289000
2022-05-18,450.85736083984375,467.9110767516589,447.96882500582456,467.0024547632072,3240500
2022-05-19,457.71514892578125,460.613229330938,443.1577875150888,444.1047053031546,3813800
2022-05-20,464.58251953125,466.2467548652048,451.7467805211366,460.4219020074452,3068200
2022-05-23,470.65606689453125,474.15672324194196,465.11816988567745,465.11816988567745,2279800
2022-05-24,475.8974914550781,476.3948414599115,467.3849808230239,469.422250670864,2658100
2022-05-25,476.4043884277344,480.4406612207932,469.8717625973563,476.8156602847082,3161600
2022-05-26,480.3642272949219,485.1752330573336,477.666995728445,479.8955407673921,2705800
2022-05-27,485.0317077636719,485.0317077636719,468.08321946738937,469.62311015599704,3349100
2022-05-31,475.1514587402344,482.16231630478313,474.08022536727003,481.6936590013413,4003100
2022-06-01,471.1056213378906,479.55120207209126,466.54330544355884,476.62442897928656,1765900
2022-06-02,470.8282470703125,474.54887107618265,461.9427021312541,472.49248250629745,2093500
2022-06-03,464.4677429199219,470.2639325524995,463.7886627144483,467.0693221003928,1756900
2022-06-06,468.83880615234375,472.138613628218,465.11818200791856,468.12145923923373,1781500
2022-06-07,475.4575500488281,475.94532611174293,465.91204307888484,468.1884286688915,2341900
2022-06-08,472.0429382324219,476.2226747029115,467.27974445650045,472.49247677666904,3268100
2022-06-09,468.1214599609375,474.8453905359648,466.3806911104325,471.4212674418991,3148800
2022-06-10,463.5304870605469,468.8197242142216,459.9915636691447,463.6930693611532,2599900
2022-06-13,449.2504577636719,460.3836663292393,446.9166868774513,454.4440422470653,3764600
2022-06-14,441.6466064453125,448.7531165723776,437.50513622204255,447.1462664064615,3814200
2022-06-15,444.1142578125,448.6000696567449,436.6251686393148,443.9899421955465,2550700
2022-06-16,437.7887268066406,439.43971049530643,432.5958073515525,435.2066645965817,3135600
2022-06-17,433.92041015625,442.9432151579247,431.65512276686974,432.66297822022693,5277400
2022-06-21,461.04644775390625,465.6538288487282,438.7581838540011,439.4396858387362,5726800
2022-06-22,470.0308532714844,476.02048389217885,455.4983835647707,456.63102727606645,5061000
2022-06-23,479.7543640136719,483.37307650527356,472.2193513006577,475.08939293897606,4687700
2022-06-24,475.751708984375,479.7063830624951,467.03604132149553,479.39921651644335,15861100
2022-06-27,485.36962890625,491.3496512505455,472.8144673451091,473.05443571584794,3907100
2022-06-28,488.0381774902344,497.80007643749803,484.8129866845549,491.5321317553021,4978200
2022-06-29,495.01641845703125,497.8864310493409,485.70563313750785,488.43167055333345,3823400
